sample_id,tepname,temperature,tepvalue
774,PF,567.7895,0.0008107345
774,PF,614.5263,0.0008819209
774,PF,662.5263,0.0009491525
774,PF,711.7895,0.0009966102
774,PF,758.5263,0.001024294
774,PF,804.0,0.001071751
774,PF,857.0526,0.001075706
775,PF,326.5263,0.0002966102
775,PF,374.5263,0.0003322034
775,PF,420.0,0.0003875706
775,PF,468.0,0.0004627119
775,PF,516.0,0.0005338983
775,PF,562.7368,0.0006129944
775,PF,609.4737,0.000680226
775,PF,656.2105,0.0007514124
775,PF,700.4211,0.0008107345
775,PF,752.2105,0.0008740113
775,PF,797.6842,0.0009333333
775,PF,844.4211,0.0009926554
775,PF,894.9474,0.001059887
791,PF,311.2735,4.067268e-05
791,PF,355.1148,4.356408e-05
791,PF,400.2088,5.121341e-05
791,PF,455.3236,5.898157e-05
791,PF,519.2067,7.633987e-05
791,PF,560.5428,9.580236e-05
791,PF,669.5198,0.0001563831
791,PF,697.0772,0.0001780538
791,PF,752.1921,0.0002047942
791,PF,798.5386,0.0002266877
791,PF,847.3904,0.0002367531
791,PF,908.7683,0.0002517102
792,PF,301.2526,0.000189961
792,PF,348.8518,0.0002094977
792,PF,378.9144,0.0002335696
792,PF,430.2714,0.0002934671
792,PF,500.4175,0.000355959
792,PF,558.0376,0.00043016
792,PF,598.1211,0.0004899238
792,PF,645.7203,0.0005450337
792,PF,699.5825,0.0006263048
792,PF,747.1816,0.0006909008
792,PF,796.0334,0.0007744841
792,PF,846.1378,0.0008248806
792,PF,908.7683,0.0009157418
793,PF,302.5052,0.0001378019
793,PF,351.357,0.0001407527
793,PF,397.7035,0.0001460454
793,PF,451.5658,0.0001632848
793,PF,500.4175,0.0001970657
793,PF,551.7745,0.000247477
793,PF,599.3737,0.0003168162
793,PF,650.7307,0.0003885714
793,PF,699.5825,0.0005006131
793,PF,742.1712,0.0005959798
793,PF,797.286,0.0007199535
793,PF,847.3904,0.0008462393
793,PF,910.0209,0.00101299
794,PF,908.7683,0.0009631726
794,PF,796.0334,0.0007744841
794,PF,745.929,0.0006173682
794,PF,698.3299,0.0005219421
794,PF,648.2255,0.0004312294
794,PF,599.3737,0.0003168162
794,PF,549.2693,0.0002450758
794,PF,499.1649,0.000232624
794,PF,451.5658,0.0001703995
794,PF,402.714,0.0001484763
794,PF,348.8518,0.0001336084
794,PF,300.0,0.000128286
836,PF,909.6123,0.0008152153
836,PF,884.1559,0.0008069756
836,PF,860.6455,0.0007931903
836,PF,835.1945,0.0007877206
836,PF,809.776,0.0007988714
836,PF,780.422,0.0007989527
836,PF,756.9604,0.000810098
836,PF,727.5901,0.0008018691
836,PF,708.0045,0.0007936131
836,PF,678.6992,0.000818625
836,PF,653.1777,0.0007771445
836,PF,629.7053,0.0007827497
836,PF,600.3242,0.0007689807
836,PF,576.8084,0.0007524253
836,PF,549.433,0.0007635815
836,PF,520.0572,0.0007525825
836,PF,502.4123,0.0007360109
836,PF,474.9555,0.000705616
836,PF,449.4395,0.0006669055
836,PF,421.9936,0.0006420508
836,PF,394.5314,0.0006088859
836,PF,371.0048,0.0005867904
836,PF,343.5481,0.0005563956
836,PF,323.9787,0.0005564498
836,PF,292.6786,0.0005620766
836,PF,247.5172,0.0004846394
836,PF,206.2752,0.0004099614
836,PF,182.7269,0.0003767856
836,PF,165.0332,0.0003352834
836,PF,143.4147,0.0002882519
836,PF,117.8824,0.0002412312
836,PF,102.1456,0.0001997235
841,PF,982.5394,0.001080941
841,PF,974.7496,0.001100353
841,PF,962.9971,0.001094846
841,PF,947.3633,0.001105969
841,PF,931.6048,0.001053382
841,PF,872.9401,0.001075705
841,PF,857.3659,0.001117299
841,PF,839.7535,0.001117348
841,PF,820.1841,0.001117402
841,PF,833.8013,0.001075813
841,PF,798.5927,0.001084221
841,PF,794.6789,0.001084232
841,PF,784.9213,0.001098109
841,PF,749.6747,0.001087127
841,PF,759.3781,0.001045548
841,PF,737.9277,0.001084389
841,PF,732.0461,0.001078865
841,PF,716.358,0.001062288
841,PF,710.4764,0.001056764
841,PF,700.5724,0.0009958498
841,PF,688.7875,0.0009737218
841,PF,681.0302,0.001009754
841,PF,669.1801,0.0009543855
841,PF,649.6596,0.0009793703
841,PF,657.4331,0.0009516479
841,PF,639.8153,0.0009489267
841,PF,629.9872,0.0009267932
841,PF,614.3155,0.0009185264
841,PF,610.4016,0.0009185372
841,PF,602.5847,0.0009240991
841,PF,582.9232,0.0008770621
841,PF,578.9713,0.0008576825
841,PF,565.2565,0.0008494102
841,PF,555.3743,0.0007995761
841,PF,551.4929,0.0008162073
841,PF,533.8209,0.0007857854
841,PF,522.0359,0.0007636574
841,PF,512.2024,0.0007387538
841,PF,510.2021,0.0007165987
841,PF,472.9065,0.0006585303
841,PF,480.7884,0.0006862093
841,PF,470.9875,0.0006779262
841,PF,457.2239,0.0006447233
841,PF,441.5521,0.0006364565
841,PF,435.6379,0.0006143122
841,PF,423.8638,0.0005977243
841,PF,415.9927,0.0005755855
